Item #,Quantity On Hand,Updated Qty,Item,Item Description,Color,Size,Team,Division/Logo,Date of Last Use,Category,Thumbnail,Image
LMP0231   ,92,92,Notebook,"8 1/4" X 11 1/2" FedEx Package"" 1/4" X 11 1/2" FedEx Pa""1/4" X 11 1/2" FedE""/4" X 11 1/2" F""4" X 11 1/2"""" X 11 1/2"" X 11 1/2",,"8 1/4" X 11 1/2""" 1/4" X 11""1/4" ""/",,,8/26/15,Local Market,Untitled_files/thumbails/388a.jpg,Untitled_files/fullsize/388a.jpg
LMP0260   ,1,1,FLAGS,FOR PUTTING GRN W/ WHT POLE; FEDEX; SET OF 6,,SET OF 6,,,10/22/11,Local Market,Untitled_files/thumbails/388a.jpg,Untitled_files/fullsize/388a.jpg
LMP0261   ,9,9,WIRE BASKET,FOR GOLF BALLS,,,,,10/22/11,Local Market,Untitled_files/thumbails/347a.jpg,Untitled_files/fullsize/347a.jpg
LMP0262   ,4,4,BANNER,"PURPLE/PLATINUM: 94" L X 45" WIDE""URPLE/PLATINU",PURPLE/PLATINUM,"94" L X 45" WIDE""4" L X 45" WI""" L X 45" W"" L X 45" W""L ",,,4/10/12,Local Market,Untitled_files/thumbails/347a.jpg,Untitled_files/fullsize/347a.jpg
LMP0264   ,1,1,TABLECLOTH,WHITE: FEDEX GOLF CHALLENGE LOGO: FOR 8' TABLE,WHITE,,,FEDEX GOLF CHALLENGE,8/20/14,Local Market,Untitled_files/thumbails/347a.jpg,Untitled_files/fullsize/347a.jpg
LMP0266   ,413,413,TEE MARKERS,FEDEX EXPRESS HYBRID VAN: CARDBOARD WITH METAL STAND,,,,FEDEX EXPRESS,6/20/16,Local Market,Untitled_files/thumbails/401a.jpg,Untitled_files/fullsize/401a.jpg
LMP0268   ,7,7,CLUB GLOVE TRAVEL BAG,BLACK,BLACK,,,,3/15/12,Local Market,Untitled_files/thumbails/382a.jpg,Untitled_files/fullsize/382a.jpg
LMP0274   ,57,55,POLO,MEN'S PETER MILLAR: WHITE/PURPLE STRIPE: FEDEXCUP LOGO: XL,WHITE/PURPLE STRIPE,XL,,FEDEXCUP,11/6/12,Local Market,Untitled_files/thumbails/382a.jpg,Untitled_files/fullsize/382a.jpg
LMP0275   ,17,17,POLO,MEN'S PETER MILLAR: WHITE/PURPLE STRIPE: FEDEXCUP LOGO: 2XL,WHITE/PURPLE STRIPE,2XL,,FEDEXCUP,5/19/15,Local Market,Untitled_files/thumbails/453b.jpg,Untitled_files/fullsize/453b.jpg
LMP0283   ,12,11,POLO,LADIES PETER MILLAR: WHITE/PURPLE STRIPE: FEDEXCUP LOGO: LG,WHITE/PURPLE STRIPE,MD,,FEDEXCUP,10/1/12,Local Market,Untitled_files/thumbails/453b.jpg,Untitled_files/fullsize/453b.jpg
LMP0284   ,2,4,POLO,LADIES PETER MILLAR: WHITE/PURPLE STRIPE: FEDEXCUP LOGO: XL,WHITE/PURPLE STRIPE,LG,,FEDEXCUP,2/8/16,Local Market,Untitled_files/thumbails/380.jpg,Untitled_files/fullsize/380.jpg
LMP0285   ,10,10,POLO,LADIES PETER MILLAR: WHITE/PURPLE STRIPE: FEDEXCUP LOGO: 2XL,WHITE/PURPLE STRIPE,XL,,FEDEXCUP,3/7/14,Local Market,Untitled_files/thumbails/380.jpg,Untitled_files/fullsize/380.jpg
LMP0300   ,1,1,GOLF CLUBS  ,"NIKE, SET OF 8 INCLUDING: 8, A, P, 5, 6, 4, 9, 7",,,,,5/7/12,Golf Clubs,Untitled_files/thumbails/398.jpg,Untitled_files/fullsize/398.jpg
LMP0301   ,28,28,ROLLING DUFFEL,FLORENTINE LEATHER; FEDEX GOLF CHALLENGE LOGO,,,,,4/20/15,Local Market,Untitled_files/thumbails/404a.jpg,Untitled_files/fullsize/404a.jpg
LMP0302   ,1,1,GPS/RANGEFINDER,SKY CADDIE SGXW,,,,,8/27/12,Local Market,Untitled_files/thumbails/385a.jpg,Untitled_files/fullsize/385a.jpg
LMP0331   ,2,2,SIGNAGE,FEDEX GOLF CHALLENGE;  HOLE IN ONE,,3' X 3',,,10/16/12,Local Market,Untitled_files/thumbails/396b.jpg,Untitled_files/fullsize/396b.jpg
LMP0332   ,2,2,SIGNAGE,FEDEX GOLF CHALLENGE;  CLOSEST TO THE PIN,,3' X 3',,,10/16/12,Local Market,Untitled_files/thumbails/506c.jpg,Untitled_files/fullsize/506c.jpg
LMP0334   ,2,1,BANNER,RETRACTABLE;  FEDEX SAMEDAY CITY,,,,,11/2/12,Local Market,Untitled_files/thumbails/506c.jpg,Untitled_files/fullsize/506c.jpg
LMP0337   ,1,1,DRIVER,"TITLEIST 913 DZ,10.5, W/ WRENCH ",,,,,5/8/13,Golf Clubs,Untitled_files/thumbails/410b.jpg,Untitled_files/fullsize/410b.jpg
LMP0338   ,1,1,DRIVER,COBRA LONG TOM'S FLEX,,,,,5/8/13,Golf Clubs,Untitled_files/thumbails/442a.jpg,Untitled_files/fullsize/442a.jpg
LMP0339   ,1,1,DRIVER,"CALLAWAY WD RH RAZR FIT EXTREME 9.5, W/ WRENCH ",,,,,2/19/16,Golf Clubs,Untitled_files/thumbails/454.jpg,Untitled_files/fullsize/454.jpg
LMP0340   ,1,0,PUTTER,"TITLEIST CAMERON SELECT, RH NI T 2 NOTCH 34",,,,,5/13/13,Golf Clubs,Untitled_files/thumbails/444a.jpg,Untitled_files/fullsize/444a.jpg
LMP0342   ,1,1,PUTTER,"TITLEIST CAMERON SELECT, 2012 CA MONTEREY 1.5 35",,,,,5/13/13,Golf Clubs,Untitled_files/thumbails/446b.jpg,Untitled_files/fullsize/446b.jpg
LMP0343   ,1,1,DRIVER,"TAYLORMADE RBZ2 RES # 3/RH R, W/ WRENCH",,,,,5/13/13,Golf Clubs,Untitled_files/thumbails/447a.jpg,Untitled_files/fullsize/447a.jpg
LMP0344   ,1,1,DRIVER,"TAYLORMADE RBZ2 RES # 4/RH R, W/ WRENCH",,,,,5/13/13,Golf Clubs,Untitled_files/thumbails/448a.jpg,Untitled_files/fullsize/448a.jpg
LMP0345   ,1,1,DRIVER,"TAYLORMADE RBZ2 FW 3-15/RH R, W/ WRENCH",,,,,5/13/13,Golf Clubs,Untitled_files/thumbails/449b.jpg,Untitled_files/fullsize/449b.jpg
LMP0346   ,1,1,DRIVER,CALLAWAY XHOT 10.5,,,,,5/13/13,Golf Clubs,Untitled_files/thumbails/449b.jpg,Untitled_files/fullsize/449b.jpg
LMP0355   ,1,1,DRIVER,TAYLORMADE ROCKET FUEL,,,,,9/5/13,Golf Clubs,Untitled_files/thumbails/530.jpg,Untitled_files/fullsize/530.jpg
LMP0356   ,1,1,DRIVER,TAYLORMADE 1R ALOILA,,,,,9/5/13,Golf Clubs,Untitled_files/thumbails/531.jpg,Untitled_files/fullsize/531.jpg
LMP0357   ,1,1,DRIVER,"TAYLORMADE RIP PHENOM: 55G, S FLEX",,,,,9/5/13,Golf Clubs,Untitled_files/thumbails/532.jpg,Untitled_files/fullsize/532.jpg
LMP0358   ,1,1,PUTTER,CALLAWAY ODYSSEY VERSA,,,,,9/5/13,Golf Clubs,Untitled_files/thumbails/533.jpg,Untitled_files/fullsize/533.jpg
LMP0359   ,1,1,PUTTER,CALLAWAY ODYSSEY DIVINE: WHITE HOT PRO,,,,,9/5/13,Golf Clubs,Untitled_files/thumbails/534.jpg,Untitled_files/fullsize/534.jpg
LMP0361   ,1,1,DRIVER,TAYLORMADE R1 BLACK,,,,,9/5/13,Golf Clubs,Untitled_files/thumbails/536.jpg,Untitled_files/fullsize/536.jpg
LMP0362   ,1,1,DRIVER,TAYLORMADE SLDR 460,,,,,9/5/13,Golf Clubs,Untitled_files/thumbails/537.jpg,Untitled_files/fullsize/537.jpg
LMP0364   ,1,1,PUTTER,TAYLORMADE SPIDER BLADE 12: 34-38,,,,,9/5/13,Golf Clubs,Untitled_files/thumbails/539.jpg,Untitled_files/fullsize/539.jpg
LMP0365   ,1,1,PUTTER,TAYLORMADE SPIDER MALLET 72: 34-38,,,,,9/5/13,Golf Clubs,Untitled_files/thumbails/540.jpg,Untitled_files/fullsize/540.jpg
LMP0372   ,1,1,GLOVE,"TITLEIST MEN'S, MD",,,,,9/5/13,Local Market,Untitled_files/thumbails/515.jpg,Untitled_files/fullsize/515.jpg
LMP0373   ,1,1,GLOVE,"TITLEIST MEN'S, LG",,,,,9/5/13,Local Market,Untitled_files/thumbails/515.jpg,Untitled_files/fullsize/515.jpg
LMP0374   ,1,1,GLOVE,"TITLEIST MEN'S, XL",,,,,9/5/13,Local Market,Untitled_files/thumbails/515.jpg,Untitled_files/fullsize/515.jpg
LMP0381   ,1,1,GLOVE,TITLEIST LADIES SMALL,,,,,9/5/13,Local Market,Untitled_files/thumbails/516.jpg,Untitled_files/fullsize/516.jpg
LMP0392   ,2,2,GLOVE,FOOTJOY SCIFLEX LADIES MEDIUM,,,,,9/5/13,Local Market,Untitled_files/thumbails/517.jpg,Untitled_files/fullsize/517.jpg
LMP0400   ,1,1,DRIVER,TAYLORMADE SLDR,,,,,6/16/14,Golf Clubs,Untitled_files/thumbails/313.jpg,Untitled_files/fullsize/313.jpg
LMP0403   ,2,4,DRIVER,TAYLORMADE SLDR,,,,,9/5/14,Golf Clubs,Untitled_files/thumbails/348.jpg,Untitled_files/fullsize/348.jpg
LMP0404   ,1,1,PUTTER,ODYSSEY 200,,,,,6/20/16,Golf Clubs,Untitled_files/thumbails/347.jpg,Untitled_files/fullsize/347.jpg
LMP0405   ,1,1,WEDGE,TITLEIST VOKEY SM5,,,,,7/7/16,Golf Clubs,Untitled_files/thumbails/346.jpg,Untitled_files/fullsize/346.jpg
PGA1090   ,93,93,PONCHO,FEDEX S/R LOGO,WHITE,,,,11/18/15,Hospitality Supplies,Untitled_files/thumbails/169.jpg,Untitled_files/fullsize/169.jpg
PGA1775   ,4,4,TABLECLOTH,"PURPLE, WITH WHITE/ORANGE LOGO",PURPLE,6',,,11/18/15,Hospitality Supplies,Untitled_files/thumbails/329.jpg,Untitled_files/fullsize/329.jpg
PGA1795   ,1,2,DRY ERASE BOARD,,,,,,8/6/07,Signage,Untitled_files/thumbails/207.jpg,Untitled_files/fullsize/207.jpg
SSJC0018  ,7,7,SCORECARD HOLDER,"FEDEXCUP DEBOSSED, LEATHER",BLACK,,,,12/11/14,Donations,Untitled_files/thumbails/850.jpg,Untitled_files/fullsize/850.jpg
SSJC0020  ,1,1,SIGNAGE,SJC MISCELLANEOUS,,,,,6/24/09,Signage,Untitled_files/thumbails/364.jpg,Untitled_files/fullsize/364.jpg
